province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1001","Pondok Rajeg"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1002","Karadenan"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1003","Harapanjaya"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1004","Nanggewer"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1005","Nanggewer Mekar"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1006","Cibinong"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1007","Pakansari"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1008","Tengah"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1009","Sukahati"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1010","Ciriung"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1011","Cirimekar"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1012","Pabuaran"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.01","Cibinong","32.01.01.1013","Pabuaran Mekar"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2001","Wanaherang"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2002","Bojongkulur"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2003","Ciangsana"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2004","Gunungputri"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2005","Bojongnangka"
"32","Jawa Barat","32.01","Kabupaten Bogor","32.01.02","Gunungputri","32.01.02.2006","Tlajung Udik"
