province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2009","Samurangau"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2010","Busui"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2011","Batu Kajang"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2012","Legai"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2013","Sungai Terik"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2014","Kasungai"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2015","Rantau Buta"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2016","Rantau Layung"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.01","Batu Sopang","64.01.01.2017","Songka"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2004","Keladen"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2006","Tanjung Aru"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2007","Labuangkallo"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2012","Lori"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2013","Selengot"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2014","Random"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.02","Tanjung Harapan","64.01.02.2015","Senipah"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2001","Lempesu"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2002","Bekoso"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2003","Damit"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2004","Suatang"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2005","Suliliran"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2006","Pasir Belengkong"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2007","Sangkuriman"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2008","Laburan"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2009","Suliliran Baru"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2010","Keresik Bura"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2011","Laburan Baru"
"64","Kalimantan Timur","64.01","Kabupaten Paser","64.01.03","Paser Belengkong","64.01.03.2012","Seniung Jaya"
