province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1006","Bugis"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1007","Balantang"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1008","Batui"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1009","Tolando"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1010","Lamo"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1017","Sisipan"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.1023","Bakung"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2002","Nonong"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2003","Kayowa"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2005","Ondo-Ondolu"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2011","Honbola"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2012","Uso"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.01","Batui","72.01.01.2016","Ondo-Ondolu I"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.1014","Bunta I"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.1025","Bunta II"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.1047","Salabenda"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.1048","Kalaka"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2015","Bohotokong"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2016","Dondo Soboli"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2017","Laonggo"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2023","Hion"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2024","Tombongan Ulos"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2026","Pongian"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2027","Tuntung"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2028","Nanga-Nangaon"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2029","Toima"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2030","Matabas"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2031","Huhak"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2032","Lontio"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2041","Demangan Jaya"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2042","Balanga"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2043","Longgolian"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2044","Kalumbangan"
"72","Sulawesi Tengah","72.01","Kabupaten Banggai","72.01.02","Bunta","72.01.02.2045","Polo"
