province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2003","Bokonusan"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2004","Otan"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2005","Uitao"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2006","Uiasa"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2008","Hansisi"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2009","Huilelot"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2011","Batuinan"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.04","Semau","53.01.04.2013","Letbaun"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.1001","Oenesu"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.1002","Batakte"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2003","Manulai I"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2004","Sumlili"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2005","Lifuleo"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2006","Tesabela"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2007","Oematnunu"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2008","Kuanheun"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2009","Nitneo"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2010","Bolok"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2011","Tablolong"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.05","Kupang Barat","53.01.05.2012","Oenaek"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.1001","Babau"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.1003","Naibonat"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.1004","Oesao"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.1005","Merdeka"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.1008","Tuatuka"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2002","Nunkurus"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2006","Tuapukan"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2007","Oefafi"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2011","Pukdale"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2015","Oesao"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2016","Manusak"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2017","Tanah Putih"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.06","Kupang Timur","53.01.06.2018","Oelatimo"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.1001","Sulamu"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2002","Pitai"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2003","Pariti"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2004","Oeteta"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2005","Bipolo"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2006","Pantai Beringin"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.07","Sulamu","53.01.07.2007","Pantulan"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.1007","Tarus"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2006","Oelnasi"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2008","Noelbaki"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2009","Oelpuah"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2010","Oebelo"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2011","Penfui Timur"
"53","Nusa Tenggara Timur","53.01","Kabupaten Kupang","53.01.08","Kupang Tengah","53.01.08.2012","Tanah Merah"
