province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2001","Hajimena"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2002","Sidosari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2003","Pemanggilan"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2004","Natar"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2005","Muara Putih"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2006","Negara Ratu"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2007","Merak Batin"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2008","Tanjung Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2009","Bumi Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2010","Candi Mas"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2011","Branti Raya"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2012","Haduyang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2013","Banjar Negeri"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2014","Mandah"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2015","Rulung Helok"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2016","Bandarejo"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2017","Suka Damai"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2018","Purwosari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2019","Pancasila"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2020","Rejosari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2021","Rulung Raya"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2022","Krawang Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2023","Wai Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2024","Kali Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2025","Rulung Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.04","Natar","18.01.04.2026","Rulung Mulya"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2001","Kaliasin"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2003","Lematang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2004","Sukanegara"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2005","Serdang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2006","Sinar Ogan"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2007","Jati Baru"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2008","Sabah Balau"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2009","Budi Lestari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2010","Trimulyo"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2011","Jati Indah"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2012","Way Galih"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2013","Sindang Sari"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2015","Purwodadi Simpang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2021","Galih Lunik"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2022","Rejomulyo"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.05","Tanjung Bintang","18.01.05.2023","Sri Katon"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.1006","Bumi Agung"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.1007","Kalianda"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.1008","Way Urang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.1028","Wai Lubuk"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.2001","Jondong"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.2002","Tengkujuh"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.2003","Pauh Tanjung Iman"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.2004","Sumur Kumbang"
"18","Lampung","18.01","Kabupaten Lampung Selatan","18.01.06","Kalianda","18.01.06.2005","Maja"
