province_code,province_name,regency_code,regency_name,district_code,district_name,village_code,village_name
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.04","Gunung Kijang","21.01.04.1005","Kawal"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.04","Gunung Kijang","21.01.04.2001","Gunung Kijang"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.04","Gunung Kijang","21.01.04.2002","Malang Rapat"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.04","Gunung Kijang","21.01.04.2003","Teluk Bakau"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.06","Bintan Timur","21.01.06.1008","Kijang Kota"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.06","Bintan Timur","21.01.06.1009","Sungai Lekop"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.06","Bintan Timur","21.01.06.1010","Gunung Lengkuas"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.06","Bintan Timur","21.01.06.1011","Sungai Enam"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.07","Bintan Utara","21.01.07.1001","Tanjung Uban Kota"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.07","Bintan Utara","21.01.07.1002","Tanjung Uban Utara"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.07","Bintan Utara","21.01.07.1003","Tanjung Uban Selatan"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.07","Bintan Utara","21.01.07.1011","Tanjung Uban Timur"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.07","Bintan Utara","21.01.07.2005","Lancang Kuning"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.1006","Tembeling Tanjung"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.2001","Bintan Buyu"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.2002","Pangkil"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.2003","Penaga"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.2004","Pengujan"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.08","Teluk Bintan","21.01.08.2005","Tembeling"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.1001","Teluk Sekuni"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2002","Batu Lepuk"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2003","Kampung Hilir"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2004","Kampung Melayu"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2005","Pulau Mentebung"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2006","Pulau Pinang"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2007","Kukup"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.09","Tambelan","21.01.09.2008","Pengikik"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.1007","Kota Baru"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2001","Berakit"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2002","Ekang Anculai"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2003","Pengudang"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2004","Sebong Lagoi"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2005","Sebong Pereh"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.10","Teluk Sebong","21.01.10.2006","Sri Bintan"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.12","Toapaya","21.01.12.1004","Toapaya Asri"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.12","Toapaya","21.01.12.2001","Toapaya"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.12","Toapaya","21.01.12.2002","Toapaya Utara"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.12","Toapaya","21.01.12.2003","Toapaya Selatan"
"21","Kepulauan Riau","21.01","Kabupaten Bintan","21.01.13","Mantang","21.01.13.2001","Mantang Baru"
